order-line,Assembly Line,Scheduled Ship Date,Orig Sched Date,Status,Sales Category,Rework,Order,Sched Date Priority,Issue Reason,Issue Resolved,Contains Tag,Line,Rel,Open Qty,Total Sections,Product Code,Final Assembly,Open Value,Open Discount Value,Comment,Sales Rep Code,PM,Operations Meeting Comments,Production Comment,Fixture Type,Pick Status,MachineShop Delivered,Wiring Delivered,Production Issue,NT,Material Check,Missing Materials,Schedule Date,Status2,Production Schedule,Unit Price,Unit Time,Section Completed,Remaining Section,Remaining value,Remaining Time,Issue,Rep. Count,Year,Month,Date,Order Count,Complete/Partial,Saw,BA ,weld,lens
75746-24,1,2/11/2019,,Machine Shop Started,Regular,FALSE,75746,Regular,,FALSE,,24,1,1,3,"BMPRLED-OPRI(1)-750-80-35-RG3-17'6""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)",24,1330,0,Akamai 10th Floor,IllumBos,Gagandeep Singh,,,"F04-8'7-1/8""X8'10-7/8""-10-29T",Picked - Complete,1/17/2019 0:00,1/17/2019 0:00,FALSE,FALSE,NO,Material,,Machine Shop Started,,443.3333333,8,0,3,1330,24,,0,2019,2,11,1,Complete,FALSE,FALSE,ToDo,
75746-25,1,2/11/2019,,Machine Shop Started,Regular,FALSE,75746,Regular,,FALSE,,25,1,1,3,"BMPRLED-OPRI(1)-750-80-35-RG3-19'6 3/4""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)",24,1450,0,Akamai 10th Floor,IllumBos,Gagandeep Singh,,,"F04-8'7-1/8""X9'3-16/16""-10-32T",Picked - Complete,1/17/2019 0:00,1/17/2019 0:00,FALSE,FALSE,NO,Material,,Machine Shop Started,,483.3333333,8,0,3,1450,24,,0,2019,2,11,1,Complete,FALSE,FALSE,ToDo,
75746-26,1,2/11/2019,,Machine Shop Started,Regular,FALSE,75746,Regular,,FALSE,,26,1,1,4,BMPRLED-750-80-35-RG3-38'-W-UNV-DP-1-TG9-TS(1),4,2355,0,Akamai 10th Floor,IllumBos,Gagandeep Singh,,,F04-38'-10-41L,Picked - Complete,1/17/2019 0:00,1/17/2019 0:00,FALSE,FALSE,NO,Material,,Machine Shop Started,,588.75,1,0,4,2355,4,,0,2019,2,11,1,Complete,FALSE,FALSE,,
75746-29,1,2/11/2019,,Machine Shop Started,Regular,FALSE,75746,Regular,Others,FALSE,,29,1,1,3,"SP18276-SCR-350-80-35-FL-46'1""-W-UNV-DP-1-DS-C(32° & 85° ANGLED ENDS)",43.2,2470,0,Akamai 10th Floor,IllumBos,Gagandeep Singh,,,"F10-46'1""-ELEV LOBBY-10TH FL",Picked - Complete,1/17/2019 0:00,1/17/2019 0:00,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,823.3333333,14.4,0,3,2470,43.2,Others,0,2019,2,11,1,Complete,FALSE,FALSE,,
75746-31,1,2/11/2019,,Machine Shop Started,Regular,FALSE,75746,Regular,Missing info. In SD,TRUE,Missing Driver Info.,31,1,1,3,"BMPRLED-OPRI(1)-750-80-35-RG3-19'6 3/4""-C(ROCKFON723)-UNV-DP-1-TG9-TS(2)",24,1360,0,Akamai 10th Floor,IllumBos,Gagandeep Singh,,,"F04-9'6 7/8""X9'11-15/16""-10-34T",Picked - Complete,1/17/2019 0:00,1/17/2019 0:00,FALSE,FALSE,NO,Material,,Machine Shop Started,,453.3333333,8,0,3,1360,24,,0,2019,2,11,1,Complete,FALSE,FALSE,ToDo,
75746-34,1,2/11/2019,,Machine Shop Started,Regular,FALSE,75746,Regular,,FALSE,,34,1,1,1,SP18369-WWR-SL-750-80-35-L-8'-C(ROCKFON723)-UNV-DP-1-TG9,7,576,0,Akamai 10th Floor,IllumBos,Gagandeep Singh,,,F05-8'PATH-10TH FL,Picked - Complete,1/17/2019 0:00,1/17/2019 0:00,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,576,7,0,1,576,7,,0,2019,2,11,1,Complete,TRUE,FALSE,,
76203-28,1,2/13/2019,,Machine Shop Started,Regular,FALSE,76203,Regular,Wrong info. In SD,TRUE,Type Lable,28,1,2,2,SP18369-WWR-SL-750-80-35-L-10'-C(ROCKFON723)-UNV-DP-1-TG9,18,1440,0,Akamai 9th Floor,IllumBos,Gagandeep Singh,,,F05-10'PATH-9TH FL,Picked - Complete,2/5/2019 0:00,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,720,9,0,2,1440,18,,1,2019,2,13,1,Complete,FALSE,FALSE,,Done
76203-29,1,2/13/2019,,Machine Shop Started,Regular,FALSE,76203,Regular,,FALSE,,29,1,1,2,SP18369-WWR-SL-750-80-35-L-18'-W-UNV-DP-1-TG9,7,1296,0,Akamai 9th Floor,IllumBos,Gagandeep Singh,,,F05-18'-9TH FL,Picked - Complete,2/5/2019 0:00,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,648,3.5,0,2,1296,7,,0,2019,2,13,1,Complete,FALSE,FALSE,,Done
76203-30,1,2/13/2019,,Machine Shop Started,Regular,FALSE,76203,Regular,,FALSE,,30,1,1,1,SP18369-WWR-SL-750-80-35-L-6'-W-UNV-DP-1-TG9,7,432,0,Akamai 9th Floor,IllumBos,Gagandeep Singh,,,F05-6'-9TH FL,Picked - Complete,2/5/2019 0:00,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,432,7,0,1,432,7,,0,2019,2,13,1,Complete,FALSE,FALSE,,Done
76203-31,1,2/13/2019,,Machine Shop Started,Regular,FALSE,76203,Regular,,FALSE,,31,1,4,4,SP18369-WWR-SL-750-80-35-L-8'-W-UNV-DP-1-TG9,28,2304,0,Akamai 9th Floor,IllumBos,Gagandeep Singh,,,F05-8'-9TH FL,Picked - Complete,2/5/2019 0:00,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,576,7,0,4,2304,28,,0,2019,2,13,1,Complete,FALSE,FALSE,,Done
76203-32,1,2/13/2019,,Machine Shop Started,Regular,FALSE,76203,Regular,,FALSE,,32,1,2,2,SP18369-WWR-SL-750-80-35-L-6'-W-UNV-DP-1-DS,14,864,0,Akamai 9th Floor,IllumBos,Gagandeep Singh,,,F05A-6'-9TH FL,Picked - Complete,2/5/2019 0:00,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,432,7,0,2,864,14,,0,2019,2,13,1,Complete,FALSE,FALSE,,Done
78744-1,15,2/5/2019,2/5/2019,Machine Shop Finished,Regular,FALSE,78744,Regular,,FALSE,,1,1,18,18,SCD-500-90-40-FL-4'-W-UNV-DP-1-CA(72),82.8,4320,0,,Enterpri,Jessica Pasternyk,,,JL1-4',Picked - Complete,,,FALSE,FALSE,NO,,,Machine Shop Finished - Incomplete,,240,4.6,0,18,4320,82.8,,1,2019,2,5,1,Complete,TRUE,TRUE,,Done
78645-1,12,2/1/2019,2/1/2019,Packaging Finished,Regular,FALSE,78645,High Priority,Mechanical issue,TRUE,Sensor,1,1,1,1,TB2DILED-750-500-80-40-SO-L-6-W-UNV-LT(LDE1)-1-CA(48)-C(DFCSJ-OEM-RF & DFC-OEM-DBI),11,1077,0,URGENT ORDER - MUST SHIP WITH SO# 78661,PSGI,Sacha Lempka,Try for 2/1  Edited on 1/31/2019 Ship:2/4  Edited on 2/1/2019,,L5-A,,,,FALSE,FALSE,NO,,,Packaging Finished,,1077,11,1,0,0,0,,1,2019,2,1,1,Complete,TRUE,TRUE,,Done
78645-2,12,2/1/2019,2/1/2019,Packaging Finished,Regular,FALSE,78645,High Priority,Electrical issue,TRUE,Driver donn't Fit,2,1,1,1,TB2DILED-750-500-80-40-SO-L-6-W-UNV-LT(LDE1)-2-CA(48)-C(DFCSJ-OEM-RF & DFC-OEM-DBI),11,1102,0,URGENT ORDER - MUST SHIP WITH SO# 78661,PSGI,Sacha Lempka,Ship: feb 5th  Edited on 2/5/2019 ,,L5-NL,,,,FALSE,FALSE,NO,,,Packaging Finished,,1102,11,1,0,0,0,,0,2019,2,1,1,Complete,TRUE,TRUE,,Done
78661-1,12,2/1/2019,2/1/2019,Wiring Started,Regular,FALSE,78661,High Priority,Mechanical issue,FALSE,,1,1,1,1,WWR-SL-750-80-40-8-W-UNV-LT(LDE1)-1-TG9-C(DFCSJ-OEM-RF & DFC-OEM-DBI),7,805,0,URGENT ORDER - MUST SHIP WITH SO# 78645,PSGI,Sacha Lempka,,,L7,,1/23/2019 0:00,,FALSE,FALSE,NO,Material,,Wiring Issue,,805,7,0,1,805,7,Mechanical issue,1,2019,2,1,1,Complete,TRUE,FALSE,,Done
78661-2,12,2/1/2019,2/1/2019,Wiring Started,Regular,FALSE,78661,High Priority,,FALSE,,2,1,2,2,BBRLED-750-80-40-FL-4-W-UNV-LT(LDE1)-1-TG9-C(DFCSJ-OEM-RF & DFC-OEM-DBI),10,830,0,URGENT ORDER - MUST SHIP WITH SO# 78645,PSGI,Sacha Lempka,Ship:2/4  Edited on 2/1/2019 :: Ship: feb 5th  Edited on 2/5/2019 ,,L12,,1/23/2019 0:00,,FALSE,FALSE,NO,Material,,Wiring Issue,,415,5,0,2,830,10,,0,2019,2,1,1,Complete,TRUE,TRUE,,Done
79048-1,1,2/8/2019,2/8/2019,Machine Shop Started,Mockup/Samples,FALSE,79048,Regular,,FALSE,,1,1,1,1,CLKLED-900-90-35-SO-4'-W-UNV-DP-1-AC-C(PLUG AND CORD ONLY),4.3,100,0,,Curtis S,Jessica Kennedy,,,SAMPLE-4',Picked - Complete,,,FALSE,FALSE,OK,,,Machine Shop Started,,100,4.3,0,1,100,4.3,,1,2019,2,8,1,Complete,TRUE,FALSE,,
79311-1,4,2/7/2019,2/7/2019,Machine Shop Started,Replacement,FALSE,79311,Regular,,FALSE,,1,1,1,1,"CCH-SL-1100-80-35-CL(26"")-W-UNV-DP-1-C-C(23 7/16"" LENGTH TO ADD TO EXISTING)",4.3,150,0,,RKI,Daljit Singh,,,"CL1L-23 7/16""",,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,150,4.3,0,1,150,4.3,,1,2019,2,7,1,Complete,FALSE,FALSE,,
79311-2,4,2/7/2019,2/7/2019,Machine Shop Started,Replacement,FALSE,79311,Regular,,FALSE,,2,1,1,1,"CCH-SL-1100-80-35-CL(48"")-W-UNV-DP-1-C-C(46 3/4"" LENGTH TO ADD TO EXISTING)",4.3,300,0,,RKI,Daljit Singh,,,"CL1L-46 3/4""",,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,300,4.3,0,1,300,4.3,,0,2019,2,7,1,Complete,FALSE,FALSE,,
79085-1,10,2/5/2019,2/5/2019,Given to Shipping,Replacement,FALSE,79085,Regular,,FALSE,,1,1,88,88,BBRLED-1000-90-40-FL-2-W-UNV-DP-1-TB15,220,17600,0,Mark: ATTN: Andrew -254-498-0596Notify: Andrew -254-498-0596,RKI,Daljit Singh,,,LR2-2',,1/27/2019 0:00,,FALSE,FALSE,NO,,,Given to Shipping,,200,2.5,100,-12,-2400,-30,,1,2019,2,5,1,Complete,TRUE,TRUE,,Done
78047-1,12,2/8/2019,2/8/2019,Machine Shop Finished,Regular,FALSE,78047,Regular,,FALSE,,1,1,9,9,BBDILED-640-400-80-35-SO-4'-W-UNV-DP-1-CT9(36),67.5,4320,0,,IllumBos,Philip Halsey,,,LT-02,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Finished - Incomplete,,480,7.5,0,9,4320,67.5,,1,2019,2,8,1,Complete,TRUE,TRUE,,Done
78047-2,12,2/8/2019,2/8/2019,Machine Shop Finished,Regular,FALSE,78047,Regular,,FALSE,,2,1,1,1,BBDILED-640-400-80-35-SO-8'-W-UNV-DP-1-CT9(36),11.8,960,0,,IllumBos,Philip Halsey,,,LT-02A,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Finished - Incomplete,,960,11.8,0,1,960,11.8,,0,2019,2,8,1,Complete,TRUE,TRUE,,Done
78047-3,12,2/8/2019,2/8/2019,Machine Shop Finished,Regular,FALSE,78047,Regular,,FALSE,,3,1,1,1,ARWLED-600-80-35-S-2'-W-UNV-DP-1,3.8,240,0,,IllumBos,Philip Halsey,,,LT-05,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Finished - Incomplete,,240,3.8,0,1,240,3.8,,0,2019,2,8,1,Complete,TRUE,TRUE,,Done
78047-4,12,2/8/2019,2/8/2019,Machine Shop Finished,Regular,FALSE,78047,Regular,,FALSE,,4,1,3,3,BBRLED-400-80-35-1.5M-4'-W-UNV-DP-1-TB9,7.5,1050,0,,IllumBos,Philip Halsey,,,LT-18,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Finished - Incomplete,,350,2.5,0,3,1050,7.5,,0,2019,2,8,1,Complete,TRUE,TRUE,,Done
78047-5,12,2/8/2019,2/8/2019,Machine Shop Finished,Regular,FALSE,78047,Regular,,FALSE,,5,1,2,2,BBRLED-400-80-35-1.5M-4'-W-UNV-DP-1-TB9-B1(BSL310LP),12.8,1060,0,,IllumBos,Philip Halsey,,,LT-18EM,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Finished - Incomplete,,530,6.4,0,2,1060,12.8,,0,2019,2,8,1,Complete,TRUE,TRUE,,Done
78664-1,7,2/12/2019,2/12/2019,Machine Shop Started,Regular,FALSE,78664,Regular,,FALSE,,1,1,4,8,STD-SO-400-80-30-12'-W-UNV-MD-1-CT9(36)-RC,36,3849.4,0,,KSA Ltg,Joshua Zimet,,,F4-12',Picked - Complete,2/5/2019 0:00,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,481.175,4.5,0,8,3849.4,36,,1,2019,2,12,1,Complete,FALSE,FALSE,,
78664-2,7,2/12/2019,2/12/2019,Machine Shop Started,Regular,FALSE,78664,Regular,,FALSE,,2,1,3,9,STD-SO-400-80-30-15'-W-UNV-MD-1-CT9(36)-RC,40.5,3585.3,0,,KSA Ltg,Joshua Zimet,,,F4-15',Picked - Complete,2/5/2019 0:00,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,398.3666667,4.5,0,9,3585.3,40.5,,0,2019,2,12,1,Complete,FALSE,FALSE,,
78664-3,7,2/12/2019,2/12/2019,Machine Shop Started,Regular,FALSE,78664,Regular,Shortage,FALSE,,3,1,4,16,STD-SO-400-80-30-25'-W-UNV-MD-1-CT9(36)-RC,90,8105.4,0,,KSA Ltg,Joshua Zimet,,,F4-25',Picked - Complete,2/5/2019 0:00,,FALSE,FALSE,NO,Material+Cartridge,,Machine Shop Started,,506.5875,5.625,0,16,8105.4,90,Shortage,0,2019,2,12,1,Complete,FALSE,FALSE,,
78729-1,18,2/7/2019,2/7/2019,Machine Shop Finished,Regular,FALSE,78729,High Priority,,FALSE,,1,1,58,58,WBRLED-750-80-35-S-2'-W-UNV-DP-1-DF,203,18560,0,,CW,Zahra Vatani,,,Z2-2',,,2/4/2019 0:00,FALSE,FALSE,NO,,,Machine Shop Finished - Incomplete,,320,3.5,0,58,18560,203,,1,2019,2,7,1,Complete,TRUE,TRUE,,Done
78272-1,12,1/31/2019,1/31/2019,Machine Shop Finished,Regular,FALSE,78272,Regular,Shortage,TRUE,TEK6-LED-EC-LG-WH,1,1,6,6,TEK6LED-R-580-90-35-S-4-W-120-D-1-TG9-FW(6),19.2,3480,0,,Internat,Rohan Srivastava,,,L16-4',,1/25/2019 0:00,1/28/2019 0:00,FALSE,FALSE,NO,,,Machine Shop Finished - Incomplete,,580,3.2,0,6,3480,19.2,,1,2019,1,31,2,Partial,TRUE,FALSE,,Done
78272-2,12,1/31/2019,1/31/2019,Machine Shop Started,Regular,FALSE,78272,Regular,Shortage,TRUE,TEK6-LED-EC-LG-WH,2,1,3,3,TEK6LED-R-580-90-35-S-4-W-120-D-1-TG9-B1(BSL310LP)-FW(6),33,2475,0,,Internat,Rohan Srivastava,"MS: 01/31 - Ship: ?  Edited on 1/30/2019 - Tek parts are in stock, Need to be picked from Stores. Ms:2/3 - Kaushik to advise.  Edited on 2/1/2019::: Per Marc - part was found  Edited on 2/5/2019 ",,L16-4' EM,,1/25/2019 0:00,1/28/2019 0:00,FALSE,FALSE,NO,,,Machine Shop Started,,825,11,0,3,2475,33,,1,2019,1,31,2,Partial,TRUE,FALSE,,Done
78110-1,12,2/11/2019,2/11/2019,Machine Shop Started,Regular,FALSE,78110,Regular,Wrong info. In SD,TRUE,Sections,1,1,9,9,BMDLED-1000-90-35-SO-8'-W-UNV-DP-1-CA(60),74.5,5139,0,,KSA Ltg,Joshua Zimet,,,B-8',Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Started,,571,8.277777778,0,9,5139,74.5,,1,2019,2,11,1,Complete,TRUE,TRUE,,
78110-2,12,2/11/2019,2/11/2019,Machine Shop Started,Regular,FALSE,78110,Regular,,FALSE,,2,1,10,10,BMDLED-1000-90-35-SO-8'-W-UNV-DP-2-CA(60),118.4,6170,0,,KSA Ltg,Joshua Zimet,,,B-2C,Picked - Complete,2/3/2019 0:00,,FALSE,FALSE,NO,,,Machine Shop Started,,617,11.84,0,10,6170,118.4,,0,2019,2,11,1,Complete,TRUE,TRUE,,
78110-3,12,2/11/2019,2/11/2019,Machine Shop Started,Regular,FALSE,78110,Regular,,FALSE,,3,1,1,1,BMRLED-1000-90-35-RG-8'-W-UNV-DP-1-TG9-CP,9.7,605,0,,KSA Ltg,Joshua Zimet,,,B-8R,Picked - Complete,,,FALSE,FALSE,NO,#NAME?,,Machine Shop Started,,605,9.7,0,1,605,9.7,,0,2019,2,11,1,Complete,FALSE,FALSE,,
79220-1,10,2/7/2019,2/7/2019,Machine Shop Started,Regular,FALSE,79220,Regular,,FALSE,,1,1,21,21,POLED-22-3000-80-35-VL-W-120-DP-1-ST,54.6,6177.9984,0,,Performa,Stan Buyansky,,,F6,,,,FALSE,FALSE,NO,Material,,Machine Shop Started,,294.1904,2.6,0,21,6177.9984,54.6,,1,2019,2,7,1,Complete,FALSE,FALSE,,
79133-1,12,2/7/2019,2/7/2019,Machine Shop Finished,Replacement,FALSE,79133,High Priority,Wrong info. In SD,TRUE,POWER LOCATION IS WRONG,1,1,1,1,"SCWD-300-80-35-FL-5' 6""-AP-UNV-DP-1",6.2,520,520,UPS Acct# 25768W,CAL,Tajinder Singh,,,F7A S3-7,Picked - Complete,,2/4/2019 0:00,FALSE,FALSE,NO,,,Machine Shop Finished - Incomplete,,520,6.2,0,1,520,6.2,,1,2019,2,7,1,Complete,TRUE,FALSE,,
75398-1,4,1/16/2019,1/16/2019,Wiring Started,Regular,FALSE,75398,High Priority,Missing parts in BOM,TRUE,HARNESS,1,1,3,3,SP000-B2SQILED-1100-80-TW2750-SL-4-BLK-277-O(ELDOLED)-1-CA(36)-C(NIO EZ-CCT. NLIGHT),26.46,1470,0,(VERY URGENT - CONFIRMED BY HOWARD & JOHN R.),Performa,Stan Buyansky,"Create new part number for harness - Erin, to advise eta?  Edited on 1/16/2019  - Affects only Lines: 1-2-3  Edited on 1/16/2019",,L01A - 4,Picked - Complete,1/8/2019 0:00,1/17/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,490,8.82,0,3,1470,26.46,,1,2019,1,16,2,Partial,TRUE,TRUE,,Done
75398-2,4,1/16/2019,1/16/2019,Wiring Started,Regular,FALSE,75398,High Priority,Others,FALSE,Light Direction/DIMMING ISSUE,2,1,43,129,SP000-B2SQILED-1100-80-TW2750-SLA-26-W-277-O(ELDOLED)-1-CA(36)-C(NIO EZ-CCT. NLIGHT),1470.6,156520,0,(VERY URGENT - CONFIRMED BY HOWARD & JOHN R.),Performa,Stan Buyansky,"Lines: 1-2-3 - Elizabeth to follow up: Issue: Cartage, Light Guide - needs to be re-cut - Will receive more Harness: 01/29  Edited on 1/28/2019",,L01B - 26,Picked - Complete,1/8/2019 0:00,1/17/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,1213.333333,11.4,115,14,16986.66667,159.6,Others,0,2019,1,16,2,Partial,TRUE,TRUE,,Done
75398-3,4,1/16/2019,1/16/2019,Wiring Started,Regular,FALSE,75398,High Priority,Others,TRUE,HARNESS,3,1,1,1,"SP000-B2SQILED-1100-80-TW2750-SLA-4' 6 1/2""-W-277-O(ELDOLED)-1-CA(36)-C(NIO EZ-CCT. NLIGHT)",8.89,585,0,(VERY URGENT - CONFIRMED BY HOWARD & JOHN R.),Performa,Stan Buyansky,Harness Balance: Jan 30th  Edited on 1/29/2019 ,,L01B - 4.5,Picked - Complete,1/8/2019 0:00,1/17/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,585,8.89,1,0,0,0,,0,2019,1,16,2,Partial,TRUE,TRUE,,Done
75398-4,4,1/16/2019,1/16/2019,Packaging Finished,Regular,FALSE,75398,High Priority,Mechanical issue,TRUE,HARNESS,4,1,4,4,SP000-CCH-SL-1100-80-TW2750-CL(2)-W-277-O(ELDOLED)-1-C-C(NIO EZ-CCT. NLIGHT),40,1080,0,(VERY URGENT - CONFIRMED BY HOWARD & JOHN R.),Performa,Stan Buyansky,Ship: Feb 5th  Edited on 1/30/2019 ,,L02 - 2',Picked - Complete,1/8/2019 0:00,1/17/2019 0:00,FALSE,FALSE,OK,,,Packaging Finished,,270,10,0,4,1080,40,,1,2019,1,16,2,Partial,#N/A,#N/A,#N/A,#N/A
75398-5,4,1/16/2019,1/16/2019,Packaging Finished,Regular,FALSE,75398,High Priority,Mechanical issue,TRUE,HARNESS,5,1,16,16,SP000-CCH-SL-1100-80-TW2750-CL(8)-W-277-O(ELDOLED)-1-C-C(ZIO EZ-CCT. NLIGHT),115.2,12480,0,(VERY URGENT - CONFIRMED BY HOWARD & JOHN R.),Performa,Stan Buyansky,,,L02 - 8',Picked - Complete,1/8/2019 0:00,1/17/2019 0:00,FALSE,FALSE,OK,,,Packaging Finished,,780,7.2,0,16,12480,115.2,,0,2019,1,16,2,Partial,#N/A,#N/A,#N/A,#N/A
75811-1,7,2/1/2019,2/1/2019,Wiring Started,Regular,FALSE,75811,Regular,Mechanical issue,FALSE,sub assembly parts,1,1,4,12,STD-SO-300-80-35-20-AP-UNV-MD-1-CA(36)-RC,63.2,6400,0,,Performa,Stan Buyansky,Extrusion eta:2/1  Edited on 1/31/2019 Extrusion eta: 2/5  Edited on 2/1/2019,,L1-20',Picked - Complete,1/25/2019 0:00,2/5/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,533.3333333,5.266666667,0,12,6400,63.2,Mechanical issue,1,2019,2,1,1,Complete,TRUE,TRUE,,Done
75811-2,7,2/1/2019,2/1/2019,Wiring Started,Regular,FALSE,75811,Regular,Mechanical issue,TRUE,Extrusion Ex15667 8Ft,2,1,3,9,STD-SO-300-80-35-20-AP-UNV-MD-1+E(1)-CA(36)-RC,51,4950,0,,Performa,Stan Buyansky,Ship: Feb 6th  Edited on 2/5/2019,,L1-EMCKT-20',Picked - Complete,1/25/2019 0:00,2/5/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,550,5.666666667,0,9,4950,51,,0,2019,2,1,1,Complete,TRUE,TRUE,,Done
75811-3,7,2/1/2019,2/1/2019,Wiring Started,Regular,FALSE,75811,Regular,Others,FALSE,BLANK COVER,3,1,1,3,STD-SO-300-80-35-20-AP-UNV-MD-1+E(2)-CA(36)-RC,18.3,1650,0,,Performa,Stan Buyansky,,,L1-EMCKT2,Picked - Complete,1/25/2019 0:00,2/5/2019 0:00,FALSE,FALSE,NO,,,Wiring Issue,,550,6.1,0,3,1650,18.3,Others,0,2019,2,1,1,Complete,TRUE,TRUE,,Done
77945-1,4,1/22/2019,1/22/2019,Machine Shop Finished,Regular,FALSE,77945,High Priority,Mechanical issue,FALSE,Machining,1,1,3,3,SP000-B2SQILED-1100-80-TW2750-SL-6-BLK-277-O(ELDOLED)-1-CA(36)-C(NIO EZ-CCT. NLIGHT),23.67,2370,0,,Performa,Stan Buyansky,ETA: 1/23 - 1/24 - 1/25  Edited on 1/22/2019,,L01A - 6,Picked - Complete,1/15/2019 0:00,1/23/2019 0:00,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,790,7.89,0,3,2370,23.67,Mechanical issue,1,2019,1,22,1,Complete,TRUE,TRUE,,Done
77945-2,4,1/22/2019,1/22/2019,Machine Shop Finished,Regular,FALSE,77945,High Priority,Mechanical issue,TRUE,Machining,2,1,7,21,SP000-B2SQILED-1100-80-TW2750-SLA-32-W-277-O(ELDOLED)-1-CA(36)-C(NIO EZ-CCT. NLIGHT),187.67,33670,0,,Performa,Stan Buyansky,,,L01B - 32,Picked - Complete,1/15/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,1603.333333,8.936666667,0,21,33670,187.67,,0,2019,1,22,1,Complete,TRUE,TRUE,,Done
77945-3,4,1/22/2019,1/22/2019,Machine Shop Finished,Regular,FALSE,77945,High Priority,Shortage,TRUE,HARNESS,3,1,1,2,SP000-B2SQILED-1100-80-TW2750-SLA-18-W-277-O(ELDOLED)-1-CA(36)-C(NIO EZ-CCT. NLIGHT),17.45,3150,0,,Performa,Stan Buyansky,Harness: 1/25 - Kaushik to advise  Edited on 1/24/2019 ::: Rahul & Sukhwinder to follow - Ship: Feb 5th?  Edited on 1/30/2019::: Ship Feb 6th - Pending Cartiage  Edited on 2/5/2019 ,,L01B - 18,Picked - Complete,1/15/2019 0:00,,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,1575,8.725,0,2,3150,17.45,,0,2019,1,22,1,Complete,TRUE,TRUE,,Done
77947-1,4,1/22/2019,1/22/2019,Machine Shop Finished,Regular,FALSE,77947,High Priority,Mechanical issue,TRUE,HARNESS (Board to Board),1,1,1,3,SP000-B2SQILED-1100-80-TW2750-SLA-34-W-277-O(ELDOLED)-1-CA(36)-C(NIO EZ-CCT. NLIGHT),29.09,5520,0,,Performa,Stan Buyansky,ETA; 1/23- 1/24- 1/25  Edited on 1/22/2019,,L01B - 34,Picked - Complete,1/15/2019 0:00,1/23/2019 0:00,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,1840,9.696666667,0,3,5520,29.09,,1,2019,1,22,1,Complete,TRUE,TRUE,,Done
77947-2,4,1/22/2019,1/22/2019,Machine Shop Finished,Regular,FALSE,77947,High Priority,Mechanical issue,TRUE,Machining,2,1,4,8,SP000-B2SQILED-1100-80-TW2750-SLA-24-W-277-O(ELDOLED)-1-CA(36)-C(NIO EZ-CCT. NLIGHT),78.96,16960,0,,Performa,Stan Buyansky,,,L01B - 24,Picked - Complete,1/15/2019 0:00,1/23/2019 0:00,FALSE,FALSE,NO,#NAME?,,Machine Shop Finished - Incomplete,,2120,9.87,0,8,16960,78.96,,0,2019,1,22,1,Complete,TRUE,TRUE,,Done
77947-15,4,1/22/2019,1/22/2019,Machine Shop Finished,Regular,FALSE,77947,High Priority,Mechanical issue,TRUE,Machining,15,1,1,4,"SP000-B2SQILED-1100-80-TW2750-SLA-37'  5""-W-277-O(ELDOLED)-1-CA(36)-C(NIO EZ-CCT. NLIGHT)",33.71,6010,0,,Performa,Stan Buyansky,Rahul & Sukhwinder to follow - Ship: Feb 5th?  Edited on 1/30/2019::: Ship: Feb 6th / Pending Cartiage  Edited on 2/5/2019 ,,L01B-37,Picked - Complete,1/15/2019 0:00,1/23/2019 0:00,FALSE,FALSE,NO,,,Machine Shop Finished - Incomplete,,1502.5,8.4275,0,4,6010,33.71,,0,2019,1,22,1,Complete,TRUE,TRUE,,Done
