Job no.,Priority,PM,Sales Category,Rework,Order,Promised,Line,OpenQty,Open Value (Discounted),Open Value,Fixture Type,Product Code,Sched. Ship Date,Final Assembly (HRS),Status,Comment,Pick Status,MachineShop Delivered,Wiring Delivered,Issue Resolved,Production Comment,Complexity ,Production Group,Total Sections,Ballast/Driver Qty,(Wiring) Pick Status,(LED) Pick Status,(MS) Pick Status,Material Check,Status2,Missing Materials,Production Schedule,Priority List MEETING,Column2,Column3,Complete/Partial,Nc Reason,Solved?,ISSUE,Time 1,Time 2,Time Unid,Value Unid,Real sections,Real Time,Real Value,Column12,Real Status,Completed Sections,Remaining Sections,Saw,BA ,weld,lens,Product Name,Short Name,Order Issue
78500-1,,Rohan,Regular,FALSE,78500,Regular,1,5,0,4000,F1-8'-27TH FL,SCDI-750-500-80-30-BW-FL-8-W-120-DP-1-CA(36),15.02.2019,50,Scheduled/Released,MUST SHIP BY 2/18/2019,,,,FALSE,,A - Regular,1,5,10,,,,NO,Scheduled/Released,Material+Cartridge,,,1,#REF!,Complete,0,FALSE,0,0.833333333,0:45:30,10,800,5,50,4000,- ,Scheduled/Released,0,5,FALSE,FALSE,,,SCDI-750-500-80-30-BW-FL-8-W-120-DP-1-CA(36),SCDI,
78500-2,,Rohan,Regular,FALSE,78500,Regular,2,2,0,2000,F1-10'-27TH FL,SCDI-750-500-80-30-BW-FL-10'-W-120-DP-1-CA(36),15.02.2019,24.6,Scheduled/Released,MUST SHIP BY 2/18/2019,,,,FALSE,,A - Regular,1,2,8,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.41,0:22:23,12.3,1000,2,24.6,2000,- ,Scheduled/Released,0,2,FALSE,FALSE,,,SCDI-750-500-80-30-BW-FL-10'-W-120-DP-1-CA(36),SCDI,
78500-3,,Rohan,Regular,FALSE,78500,Regular,3,2,0,3600,F1-18'-27TH FL,SCDI-750-500-80-30-BW-FL-18'-W-120-DP-1-CA(36),15.02.2019,44,Scheduled/Released,MUST SHIP BY 2/18/2019,,,,FALSE,,A - Regular,1,4,12,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.733333333,0:40:02,11,900,4,44,3600,- ,Scheduled/Released,0,4,FALSE,FALSE,,,SCDI-750-500-80-30-BW-FL-18'-W-120-DP-1-CA(36),SCDI,
78500-4,,Rohan,Regular,FALSE,78500,Regular,4,1,0,2000,F1-20'-27TH FL,SCDI-750-500-80-30-BW-FL-20'-W-120-DP-1-CA(36),15.02.2019,22,Scheduled/Released,MUST SHIP BY 2/18/2019,,,,FALSE,,A - Regular,1,2,8,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.366666667,0:20:01,11,1000,2,22,2000,- ,Scheduled/Released,0,2,FALSE,FALSE,,,SCDI-750-500-80-30-BW-FL-20'-W-120-DP-1-CA(36),SCDI,
78500-5,,Rohan,Regular,FALSE,78500,Regular,5,2,0,920,F7-6'-27TH FL,MBWLED-600-80-30-S-6-W-UNV-DP-1,15.02.2019,12.8,Scheduled/Released,MUST SHIP BY 2/18/2019,,,,FALSE,,A - Regular,1,2,4,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.213333333,0:11:39,6.4,460,2,12.8,920,- ,Scheduled/Released,0,2,FALSE,FALSE,,,MBWLED-600-80-30-S-6-W-UNV-DP-1,MBWLED,
78500-6,,Rohan,Regular,FALSE,78500,Regular,6,1,0,600,F1-6'-28TH FL,SCDI-750-500-80-30-BW-FL-6'-W-120-DP-1-CA(36),15.02.2019,10,Scheduled/Released,MUST SHIP BY 2/18/2019,,,,FALSE,,A - Regular,1,1,2,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.166666667,0:09:06,10,600,1,10,600,- ,Scheduled/Released,0,1,FALSE,FALSE,,,SCDI-750-500-80-30-BW-FL-6'-W-120-DP-1-CA(36),SCDI,
78500-7,,Rohan,Regular,FALSE,78500,Regular,7,2,0,1600,F1-8'-28TH FL,SCDI-750-500-80-30-BW-FL-8'-W-120-DP-1-CA(36),15.02.2019,20,Scheduled/Released,MUST SHIP BY 2/18/2019,,,,FALSE,,A - Regular,1,2,4,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.333333333,0:18:12,10,800,2,20,1600,- ,Scheduled/Released,0,2,FALSE,FALSE,,,SCDI-750-500-80-30-BW-FL-8'-W-120-DP-1-CA(36),SCDI,
78500-8,,Rohan,Regular,FALSE,78500,Regular,8,1,0,900,F1-9'-28TH FL,SCDI-750-500-80-30-BW-FL-9'-W-120-DP-1-CA(36),15.02.2019,12.3,Scheduled/Released,MUST SHIP BY 2/18/2019,,,,FALSE,,A - Regular,1,1,3,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.205,0:11:12,12.3,900,1,12.3,900,- ,Scheduled/Released,0,1,FALSE,FALSE,,,SCDI-750-500-80-30-BW-FL-9'-W-120-DP-1-CA(36),SCDI,
78500-9,,Rohan,Regular,FALSE,78500,Regular,9,5,0,5000,F1-10'-28TH FL,SCDI-750-500-80-30-BW-FL-10'-W-120-DP-1-CA(36),15.02.2019,61.5,Scheduled/Released,MUST SHIP BY 2/18/2019,,,,FALSE,,A - Regular,1,5,20,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,1.025,0:55:58,12.3,1000,5,61.5,5000,- ,Scheduled/Released,0,5,FALSE,FALSE,,,SCDI-750-500-80-30-BW-FL-10'-W-120-DP-1-CA(36),SCDI,
78500-10,,Rohan,Regular,FALSE,78500,Regular,10,1,0,1200,F1-12'-28TH FL,SCDI-750-500-80-30-BW-FL-12'-W-120-DP-1-CA(36),15.02.2019,12.6,Scheduled/Released,MUST SHIP BY 2/18/2019,,,,FALSE,,A - Regular,1,2,4,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.21,0:11:28,6.3,600,2,12.6,1200,- ,Scheduled/Released,0,2,FALSE,FALSE,,,SCDI-750-500-80-30-BW-FL-12'-W-120-DP-1-CA(36),SCDI,
78500-11,,Rohan,Regular,FALSE,78500,Regular,11,2,0,3978,F5-12'-28TH FL,BMRLED-750-80-30-FL-12'-W-UNV-DP-1-TG9,15.02.2019,17.4,Scheduled/Released,MUST SHIP BY 2/18/2019,,,,FALSE,,A - Regular,1,4,8,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.29,0:15:50,4.35,994.5,4,17.4,3978,- ,Scheduled/Released,0,4,FALSE,FALSE,,,BMRLED-750-80-30-FL-12'-W-UNV-DP-1-TG9,BMRLED,
78500-12,,Rohan,Regular,FALSE,78500,Regular,12,1,0,460,F7-6'-28TH FL,MBWLED-600-80-30-S-6'-W-UNV-DP-1,15.02.2019,6.4,Scheduled/Released,MUST SHIP BY 2/18/2019,,,,FALSE,,A - Regular,1,1,2,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.106666667,0:05:49,6.4,460,1,6.4,460,- ,Scheduled/Released,0,1,FALSE,FALSE,,,MBWLED-600-80-30-S-6'-W-UNV-DP-1,MBWLED,
59584-10,,Gagandeep,Regular,FALSE,59584,High Priority,10,1,0,3945,"F4-16'2""X45'9""'-L SHAPE","SCRPAT-OPR-90(1)-300-80-35-FL-61'11""-NL-W-UNV-DP-1+E(3)-D",06.02.2019,57,Machine Shop Started,,Picked - Complete,27.01.2019,,FALSE,,A - Regular,1,7,7,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,1,1,Partial Order,0,FALSE,0,0.95,0:51:52,8.142857143,563.5714286,7,57,3945,- ,Machine Shop Started,0,7,TRUE,TRUE,Ready,,"SCRPAT-OPR-90(1)-300-80-35-FL-61'11""-NL-W-UNV-DP-1+E(3)-D",SCRPAT,
59584-12,,Gagandeep,Regular,FALSE,59584,High Priority,12,1,0,14010,"F4-12'10""X67'4-5/8""X145'9 3/4""","SCRPAT-OPR-90(2)-300-80-35-FL-226'3/8""-NL-W-UNV-DP-1+E(2)-D",06.02.2019,211,Machine Shop Started,,Picked - Complete,27.01.2019,,FALSE,,A - Regular,1,21,18,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,Missing parts in BOM,TRUE,,3.516666667,3:12:01,10.04761905,667.1428571,21,211,14010,- ,Machine Shop Started,0,21,TRUE,TRUE,Ready,,"SCRPAT-OPR-90(2)-300-80-35-FL-226'3/8""-NL-W-UNV-DP-1+E(2)-D",SCRPAT,
59584-66,,Gagandeep,Regular,FALSE,59584,High Priority,66,1,0,2325,"F4-16'2""X18'7""-L SHAPE","SCRPAT-OPR-90(1)-300-80-35-FL-34'9""-NL-W-UNV-DP-1+E(2)-D",06.02.2019,36,Machine Shop Started,,Picked - Complete,27.01.2019,,FALSE,,A - Regular,1,5,5,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.6,0:32:46,7.2,465,5,36,2325,- ,Machine Shop Started,0,5,TRUE,TRUE,Ready,,"SCRPAT-OPR-90(1)-300-80-35-FL-34'9""-NL-W-UNV-DP-1+E(2)-D",SCRPAT,
59584-67,,Gagandeep,Regular,FALSE,59584,High Priority,67,1,0,13395,"F4-57'6-3/4""X31'4""X29'1""X65'2""X28'9-1/2",SCRPAT-OPR-90(4)-300-80-35-FL-211'11 1/4-NL-W-UNV-DP-1+E(7)-D,06.02.2019,330,Machine Shop Started,,Picked - Complete,27.01.2019,,FALSE,,A - Regular,1,22,22,,Picked - Complete,Picked - Complete,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,5.5,5:00:18,15,608.8636364,22,330,13395,- ,Machine Shop Started,0,22,TRUE,TRUE,Ready,,SCRPAT-OPR-90(4)-300-80-35-FL-211'11 1/4-NL-W-UNV-DP-1+E(7)-D,SCRPAT,
74968-1,,Rohan,Regular,FALSE,74968,High Priority,1,1,0,5400,"A-23 '9-1/4""","SKPE-18075-SL 60/40-ASO-AL(#23' 9 1/4"")-1000-80-40-SO-C(RAL5012)-UNV-D-1-CA(36)",29.01.2019,60,Machine Shop Started,NO LATER THAN FEB 5TH,Picked - Complete,17.01.2019,,FALSE,,A - Regular,1,4,6,,,Picked - Complete,NO,Machine Shop Started,#NAME?,,,1,1,Partial Order,Others,TRUE,,1,0:54:36,15,1350,4,60,5400,- ,Machine Shop Started,0,4,FALSE,FALSE,,Done,"SKPE-18075-SL 60/40-ASO-AL(#23' 9 1/4"")-1000-80-40-SO-C(RAL5012)-UNV-D-1-CA(36)",SKPE,
74968-2,,Rohan,Regular,FALSE,74968,High Priority,2,1,0,3375,"B-14' 10-1/4""","SKPE-18075-SL 60/40-ASO-AL(#14' 10-1/4"")-1000-80-40-SO-C(RAL6038)-UNV-D-1-CA(36)",29.01.2019,40,Machine Shop Started,NO LATER THAN FEB 5TH,Picked - Complete,17.01.2019,,FALSE,,A - Regular,1,3,4,,,Picked - Complete,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,Others,TRUE,,0.666666667,0:36:24,13.33333333,1125,3,40,3375,- ,Machine Shop Started,0,3,FALSE,FALSE,,Done,"SKPE-18075-SL 60/40-ASO-AL(#14' 10-1/4"")-1000-80-40-SO-C(RAL6038)-UNV-D-1-CA(36)",SKPE,
74968-3,,Rohan,Regular,FALSE,74968,High Priority,3,1,0,3825,"C-16' 10-1/4""`","SKPE-18075-SL 60/40-ASO-AL(# 16' 10-1/4"")-1000-80-40-SO-C(RAL2007)-UNV-D-1-CA(36)",29.01.2019,40,Machine Shop Started,NO LATER THAN FEB 5TH,Picked - Complete,17.01.2019,,TRUE,,A - Regular,1,3,5,,,Picked - Complete,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,Shortage,TRUE,,0.666666667,0:36:24,13.33333333,1275,3,40,3825,- ,Machine Shop Started,0,3,FALSE,FALSE,,Done,"SKPE-18075-SL 60/40-ASO-AL(# 16' 10-1/4"")-1000-80-40-SO-C(RAL2007)-UNV-D-1-CA(36)",SKPE,
78726-1,,Rohan,Regular,FALSE,78726,Regular,1,2,0,2560,L17D-16',B3RLED-SL-750-80-35-FL-16'-W-UNV-DP-1-TG9,19.02.2019,22,Machine Shop Started,,,,,FALSE,,A - Regular,1,4,8,,,,NO,Machine Shop Started,Material+Cartridge,,,1,#REF!,Complete,0,FALSE,0,0.366666667,0:20:01,5.5,640,4,22,2560,- ,Machine Shop Started,0,4,FALSE,FALSE,,,B3RLED-SL-750-80-35-FL-16'-W-UNV-DP-1-TG9,B3RLED,
78726-2,,Rohan,Regular,FALSE,78726,Regular,2,73,0,23360,L17F-4',B3RLED-SL-750-80-35-FL-4'-W-UNV-DP-1-TG9,19.02.2019,219,Machine Shop Started,,,,,FALSE,,A - Regular,1,73,73,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,3.65,3:19:17,3,320,73,219,23360,- ,Machine Shop Started,0,73,FALSE,FALSE,,,B3RLED-SL-750-80-35-FL-4'-W-UNV-DP-1-TG9,B3RLED,
78726-3,,Rohan,Regular,FALSE,78726,Regular,3,1,0,2200,"L8-7'10 1/4""","SK-10003-CIR-AL(7' 10 1/4"")-400-80-35-SO-W-UNV-DP-1-DS",19.02.2019,17,Machine Shop Started,,,,,FALSE,,A - Regular,1,4,2,,,,NO,Machine Shop Started,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.283333333,0:15:28,4.25,550,4,17,2200,- ,Machine Shop Started,0,4,FALSE,FALSE,,,"SK-10003-CIR-AL(7' 10 1/4"")-400-80-35-SO-W-UNV-DP-1-DS",SK,
79194-1,,George,Regular,FALSE,79194,High Priority,1,21,0,7560,A,CLKLED-500-80-40-SO-4-W-UNV-DP-1-AC,15.02.2019,90.3,Scheduled/Released,,,,,FALSE,,A - Regular,1,21,21,,,,NO,Scheduled/Released,Material,,,1,#REF!,Complete,0,FALSE,0,1.505,1:22:10,4.3,360,21,90.3,7560,- ,Scheduled/Released,0,21,FALSE,FALSE,,,CLKLED-500-80-40-SO-4-W-UNV-DP-1-AC,CLKLED,
79194-2,,George,Regular,FALSE,79194,High Priority,2,12,0,8640,A1,CLKLED-500-80-40-SO-8-W-UNV-DP-1-AC,15.02.2019,96,Scheduled/Released,,,,,FALSE,,A - Regular,1,12,24,,,,NO,Scheduled/Released,Material,,,0,#REF!,Complete,0,FALSE,0,1.6,1:27:22,8,720,12,96,8640,- ,Scheduled/Released,0,12,FALSE,FALSE,,,CLKLED-500-80-40-SO-8-W-UNV-DP-1-AC,CLKLED,
79194-3,,George,Regular,FALSE,79194,High Priority,3,9,0,7290,B,SCR-300-80-40-FL-TR60X2-W-UNV-DP-1-MFTG9,15.02.2019,110.7,Scheduled/Released,,,,,FALSE,,A - Regular,1,9,9,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,1.845,1:40:44,12.3,810,9,110.7,7290,- ,Scheduled/Released,0,9,FALSE,FALSE,,,SCR-300-80-40-FL-TR60X2-W-UNV-DP-1-MFTG9,SCR,
78603-1,,George,Regular,FALSE,78603,Regular,1,2,0,1022.4,D-6',STD-SO-300-80-35-6'-C(RAL 1023)-UNV-MD-1-CA(36)-RC,12.02.2019,14.4,Machine Shop Started,,,,,FALSE,,C - Small,1,2,2,,,,NO,Machine Shop Started,Material+Cartridge,,,1,1,Partial Order,Shortage,FALSE,Shortage,0.24,0:13:06,7.2,511.2,2,14.4,1022.4,- ,Machine Shop Started,0,2,FALSE,FALSE,,,STD-SO-300-80-35-6'-C(RAL 1023)-UNV-MD-1-CA(36)-RC,STD,Order Flagged
78603-2,,George,Regular,FALSE,78603,Regular,2,2,0,873,E-5',STD-SO-300-80-35-5'-C(RAL 5018)-UNV-MD-1-CA(36)-RC,12.02.2019,14.4,Machine Shop Started,,,,,FALSE,,C - Small,1,2,4,,,,NO,Machine Shop Started,Material+Cartridge,,,0,1,Partial Order,0,FALSE,0,0.24,0:13:06,7.2,436.5,2,14.4,873,- ,Machine Shop Started,0,2,FALSE,FALSE,,,STD-SO-300-80-35-5'-C(RAL 5018)-UNV-MD-1-CA(36)-RC,STD,Order Flagged
78505-1,,Daljit,Replacement,FALSE,78505,High Priority,1,1,0,5420,B,"SK-10013-ASO-AL( 58 29/32"")-400-80-40-SO-W-UNV-DP-1-DF-C(JOIN TO EXISTING)",01.02.2019,120,Machine Shop Finished,,Picked - Complete,23.01.2019,28.01.2019,TRUE,,C - Small,1,4,16,Picked - Complete,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,04.02.2019,,1,#REF!,Complete,PM wrong/missing info,FALSE,PM wrong/missing info,2,1:49:12,30,1355,4,120,5420,01.02.2019,Machine Shop Finished,0,4,TRUE,TRUE,,AfterWirin,"SK-10013-ASO-AL( 58 29/32"")-400-80-40-SO-W-UNV-DP-1-DF-C(JOIN TO EXISTING)",SK,
77195-1,,stanb,Regular,FALSE,77195,Regular,1,4,0,17920,LP2,"SKPE-10005-SL 60/40-CIR-AL(15' 8 1/2"")-1300-80-30-SO-AP-120-LT(LTE)-1-CA(144)+SM",05.03.2019,68,Scheduled/Released,,,,,FALSE,,A - Regular,1,16,32,,,,NO,Scheduled/Released,Material+Cartridge,,,1,#REF!,Complete,0,FALSE,0,1.133333333,1:01:53,4.25,1120,16,68,17920,- ,Scheduled/Released,0,16,FALSE,FALSE,,,"SKPE-10005-SL 60/40-CIR-AL(15' 8 1/2"")-1300-80-30-SO-AP-120-LT(LTE)-1-CA(144)+SM",SKPE,
76191-1,,Sacha,Regular,FALSE,76191,Regular,1,5,0,3240,P2,ZESLED-SL 0/100-600-80-35-MSO-8-W-UNV-MD-1-S,17.01.2019,56.65,Wiring Started,,Picked - Complete,13.01.2019,17.01.2019,FALSE,,C - Small,1,5,10,Picked - Complete,,Picked - Complete,OK,Wiring Started,,01.02.2019,,1,#REF!,Complete,Mechanical issue,FALSE,Mechanical issue,0.944166667,0:51:33,11.33,648,5,56.65,3240,01.02.2019,Wiring Started,0,5,TRUE,TRUE,,Done,ZESLED-SL 0/100-600-80-35-MSO-8-W-UNV-MD-1-S,ZESLED,Order Flagged
76294-1,,Jessica,Regular,FALSE,76294,Regular,1,8,0,53200,D-32',SKPE-18086-SL 0/100-ASO-AL(32')-550-80-30-SO-AP-UNV-D-1-CA(96),11.03.2019,280,Scheduled/Released,,,,,FALSE,,A - Regular,1,48,64,,,,NO,Scheduled/Released,Material+Cartridge,,,1,#REF!,Complete,0,FALSE,0,4.666666667,4:14:48,5.833333333,1108.333333,48,280,53200,- ,Scheduled/Released,0,48,FALSE,FALSE,,,SKPE-18086-SL 0/100-ASO-AL(32')-550-80-30-SO-AP-UNV-D-1-CA(96),SKPE,
76294-2,,Jessica,Regular,FALSE,76294,Regular,2,8,0,1760,L-4',BMRLED-500-80-30-FL-4-W-UNV-DP-1-ST,11.03.2019,25.6,Scheduled/Released,,,,,FALSE,,A - Regular,1,8,8,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.426666667,0:23:18,3.2,220,8,25.6,1760,- ,Scheduled/Released,0,8,FALSE,FALSE,,,BMRLED-500-80-30-FL-4-W-UNV-DP-1-ST,BMRLED,
76294-3,,Jessica,Regular,FALSE,76294,Regular,3,4,0,1600,L-4' EM,BMRLED-500-80-30-FL-4-W-UNV-DP-1-ST-B1(BSL10LST),11.03.2019,29.6,Scheduled/Released,,,,,FALSE,,A - Regular,1,4,4,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.493333333,0:26:56,7.4,400,4,29.6,1600,- ,Scheduled/Released,0,4,FALSE,FALSE,,,BMRLED-500-80-30-FL-4-W-UNV-DP-1-ST-B1(BSL10LST),BMRLED,
76192-1,,Jessica,Regular,FALSE,76192,Regular,1,2,0,1470,FS-7',GPRLED-EX2W-750-80-35-RG2-7'-W-277-LT(L3D)-1-DF,30.01.2019,16,Machine Shop Started,DO NOT SHIP BEFORE FEB 1ST 2019,Picked - Complete,,28.01.2019,FALSE,,A - Regular,1,2,4,Picked - Complete,Picked - Complete,,NO,Machine Shop Started,#NAME?,,,1,1,Partial Order,Others,FALSE,Others,0.266666667,0:14:34,8,735,2,16,1470,- ,Machine Shop Started,0,2,TRUE,FALSE,,Done,GPRLED-EX2W-750-80-35-RG2-7'-W-277-LT(L3D)-1-DF,GPRLED,Order Flagged
76192-2,,Jessica,Regular,FALSE,76192,Regular,2,2,0,1890,FS-9',GPRLED-EX2W-750-80-35-RG2-9'-W-277-LT(L3D)-1-DF,30.01.2019,20,Machine Shop Started,DO NOT SHIP BEFORE FEB 1ST 2019,Picked - Complete,,28.01.2019,FALSE,,A - Regular,1,2,6,Picked - Complete,Picked - Complete,,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,Shortage,FALSE,Shortage,0.333333333,0:18:12,10,945,2,20,1890,- ,Machine Shop Started,0,2,TRUE,FALSE,,Done,GPRLED-EX2W-750-80-35-RG2-9'-W-277-LT(L3D)-1-DF,GPRLED,Order Flagged
76192-3,,Jessica,Regular,FALSE,76192,Regular,3,2,0,2520,FS-12',GPRLED-EX2W-750-80-35-RG2-12'-W-277-LT(L3D)-1-DF,30.01.2019,20,Machine Shop Started,DO NOT SHIP BEFORE FEB 1ST 2019,Picked - Complete,,28.01.2019,FALSE,,A - Regular,1,2,6,Picked - Complete,Picked - Complete,,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,Shortage,FALSE,Shortage,0.333333333,0:18:12,10,1260,2,20,2520,- ,Machine Shop Started,0,2,TRUE,FALSE,,Done,GPRLED-EX2W-750-80-35-RG2-12'-W-277-LT(L3D)-1-DF,GPRLED,Order Flagged
76192-4,,Jessica,Regular,FALSE,76192,Regular,4,2,0,2730,FS-13',GPRLED-EX2W-750-80-35-RG2-13'-W-277-LT(L3D)-1-DF,30.01.2019,28,Machine Shop Started,DO NOT SHIP BEFORE FEB 1ST 2019,Picked - Complete,,28.01.2019,FALSE,,A - Regular,1,4,8,Picked - Complete,Picked - Complete,,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,0,FALSE,0,0.466666667,0:25:29,7,682.5,4,28,2730,- ,Machine Shop Started,0,4,TRUE,FALSE,,Done,GPRLED-EX2W-750-80-35-RG2-13'-W-277-LT(L3D)-1-DF,GPRLED,Order Flagged
76192-5,,Jessica,Regular,FALSE,76192,Regular,5,8,0,11760,FS-14',GPRLED-EX2W-750-80-35-RG2-14'-W-277-LT(L3D)-1-DF,30.01.2019,112,Machine Shop Started,DO NOT SHIP BEFORE FEB 1ST 2019,Picked - Complete,,28.01.2019,FALSE,,A - Regular,1,16,32,Picked - Complete,Picked - Complete,,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,0,FALSE,0,1.866666667,1:41:55,7,735,16,112,11760,- ,Machine Shop Started,0,16,TRUE,FALSE,,Done,GPRLED-EX2W-750-80-35-RG2-14'-W-277-LT(L3D)-1-DF,GPRLED,Order Flagged
76192-6,,Jessica,Regular,FALSE,76192,Regular,6,2,0,3990,FS-19',GPRLED-EX2W-750-80-35-RG2-19'-W-277-LT(L3D)-1-DF,30.01.2019,32,Machine Shop Started,DO NOT SHIP BEFORE FEB 1ST 2019,Picked - Complete,,28.01.2019,FALSE,,A - Regular,1,4,10,Picked - Complete,Picked - Complete,,NO,Machine Shop Started,#NAME?,,,0,1,Partial Order,0,FALSE,0,0.533333333,0:29:07,8,997.5,4,32,3990,- ,Machine Shop Started,0,4,TRUE,FALSE,,Done,GPRLED-EX2W-750-80-35-RG2-19'-W-277-LT(L3D)-1-DF,GPRLED,Order Flagged
78391-1,,Zahra,Regular,FALSE,78391,Regular,1,20,0,22400,A,"CUBLED-SL 75/25-800-80-35-VL-16-AP-UNV-DP-1-CT15(36"")",28.01.2019,460,Machine Shop Finished,,Picked - Complete,23.01.2019,23.01.2019,FALSE,,A - Regular,1,40,80,Picked - Complete,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,04.02.2019,,1,#REF!,Complete,Shortage,TRUE,,7.666666667,6:58:36,11.5,560,40,460,22400,- ,Wiring Started,0,40,TRUE,TRUE,,,"CUBLED-SL 75/25-800-80-35-VL-16-AP-UNV-DP-1-CT15(36"")",CUBLED,
77393-1,,George,Regular,FALSE,77393,Regular,1,1,0,1890,"F12-24'-0""","STFC-NO-DSO(24' 0""-400)-80-35-AG(5)-BLK-UNV-MD-1-CA(96)-RC",29.01.2019,32,Machine Shop Finished,,Picked - Complete,27.01.2019,28.01.2019,FALSE,,C - Small,1,6,6,Picked - Complete,Picked - Complete,Picked - Complete,NO,Machine Shop Finished - Incomplete,#NAME?,,,1,#REF!,Complete,Others,FALSE,Others,0.533333333,0:29:07,5.333333333,315,6,32,1890,- ,Machine Shop Finished,0,6,TRUE,TRUE,,Done,"STFC-NO-DSO(24' 0""-400)-80-35-AG(5)-BLK-UNV-MD-1-CA(96)-RC",STFC,Order Flagged
78945-1,,Jessica,Regular,FALSE,78945,Regular,1,14,0,21840,LU12,BBILED-950-80-35-C-12-W-277-DP-1-CA(48)-B3(BSL310LP),04.02.2019,301,Machine Shop Finished,,,25.01.2019,30.01.2019,FALSE,,A - Regular,1,14,42,,Picked - Complete,Picked - Complete,OK,Machine Shop Finished -Ready,,01.02.2019,,1,#REF!,Complete,0,FALSE,0,5.016666667,4:33:55,21.5,1560,14,301,21840,01.02.2019,Given to Shipping,13,1,TRUE,TRUE,,Done,BBILED-950-80-35-C-12-W-277-DP-1-CA(48)-B3(BSL310LP),BBILED,
69215-1,,Joshua,Regular,FALSE,69215,Regular,1,1,0,5000,"F11A-15'8 1/2""","SKPE-10005-SL 60/40-CIR-AL(15'8 1/2"")-550-80-35-SO-W-UNV-D-1-CA(48)",14.02.2019,17.8,Scheduled/Released,,,,,FALSE,,A - Regular,1,4,4,,,,NO,Scheduled/Released,Material+Cartridge,,,1,#REF!,Complete,0,FALSE,0,0.296666667,0:16:12,4.45,1250,4,17.8,5000,- ,Scheduled/Released,0,4,FALSE,FALSE,,,"SKPE-10005-SL 60/40-CIR-AL(15'8 1/2"")-550-80-35-SO-W-UNV-D-1-CA(48)",SKPE,
69215-2,,Joshua,Regular,FALSE,69215,Regular,2,1,0,7500,"F11B-23'6 3/4""","SKPE-10008-SL 60/40-CIR-AL(23'6 3/4"")-550-80-35-SO-W-UNV-D-1-CA(48)",14.02.2019,18.5,Scheduled/Released,,,,,FALSE,,A - Regular,1,4,4,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.308333333,0:16:50,4.625,1875,4,18.5,7500,- ,Scheduled/Released,0,4,FALSE,FALSE,,,"SKPE-10008-SL 60/40-CIR-AL(23'6 3/4"")-550-80-35-SO-W-UNV-D-1-CA(48)",SKPE,
69215-3,,Joshua,Regular,FALSE,69215,Regular,3,1,0,1500,F10-20',SCD-500-80-35-FL-20-W-UNV-DP-1-CA(48),14.02.2019,15.7,Scheduled/Released,,,,,FALSE,,A - Regular,1,2,4,,,,NO,Scheduled/Released,Material+Cartridge,,,0,#REF!,Complete,0,FALSE,0,0.261666667,0:14:17,7.85,750,2,15.7,1500,- ,Scheduled/Released,0,2,FALSE,FALSE,,,SCD-500-80-35-FL-20-W-UNV-DP-1-CA(48),SCD,
